seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	1703112	1703143	32	*	X07471	144699	1675159	1703331	28173	-	0	inside	187	FBXL14
chr12	1703359	1703513	155	*	X07472	144699	1675159	1703331	28173	-	27	upstream	27	FBXL14
chr12	1800099	1800112	14	*	X07473	79602	1800247	1897845	97599	+	134	upstream	134	ADIPOR2
chr12	1800174	1800196	23	*	X07474	79602	1800247	1897845	97599	+	50	upstream	50	ADIPOR2
chr12	1800244	1800296	53	*	X07475	79602	1800247	1897845	97599	+	0	overlapStart	0	ADIPOR2
chr12	2113376	2113689	314	*	X07476	196513	2050757	2113677	62921	-	0	overlapStart	0	DCP1B
chr12	2904120	2904341	222	*	X07478	2288	2904108	2914587	10480	+	0	inside	11	FKBP4
chr12	2921869	2922288	420	*	X07482	55846	2921787	2939770	17984	+	0	inside	81	ITFG2
chr12	4430350	4430404	55	*	X07484	57103	4430359	4469190	38832	+	0	overlapStart	0	TIGAR
chr12	4647517	4648051	535	*	X07485	10635	4647950	4669213	21264	+	0	overlapStart	0	RAD51AP1
chr12	4647517	4648051	535	*	X07485	57102	4596901	4647637	50737	-	0	overlapStart	0	C12orf4
chr12	4758130	4758432	303	*	X07487	10566	4724676	4758213	33538	-	0	overlapStart	0	AKAP3
chr12	4758130	4758432	303	*	X07487	4704	4758264	4796720	38457	+	0	overlapStart	0	NDUFA9
chr12	6309590	6309648	59	*	X07488	928	6309482	6347437	37956	+	0	inside	107	CD9
chr12	6579709	6579871	163	*	X07489	6843	6571404	6579843	8440	-	0	overlapStart	0	VAMP1
chr12	6602331	6602444	114	*	X07490	51258	6601316	6602471	1156	-	0	inside	26	MRPL51
chr12	6602331	6602444	114	*	X07490	9918	6603298	6641132	37835	+	853	upstream	853	NCAPD2
chr12	6602519	6602586	68	*	X07491	51258	6601316	6602471	1156	-	47	upstream	47	MRPL51
chr12	6602519	6602586	68	*	X07491	9918	6603298	6641132	37835	+	711	upstream	711	NCAPD2
chr12	6642530	6642554	25	*	X07492	2597	6643585	6647537	3953	+	1030	upstream	1030	GAPDH
chr12	6642584	6642717	134	*	X07493	2597	6643585	6647537	3953	+	867	upstream	867	GAPDH
chr12	6643686	6644030	345	*	X07494	2597	6643585	6647537	3953	+	0	inside	100	GAPDH
chr12	6677435	6677585	151	*	X07498	4839	6666036	6677498	11463	-	0	overlapStart	0	NOP2
chr12	6716626	6716634	9	*	X07499	1108	6679248	6716551	37304	-	74	upstream	74	CHD4
chr12	6716816	6716895	80	*	X07500	1108	6679248	6716551	37304	-	264	upstream	264	CHD4
chr12	6772269	6772295	27	*	X07501	51147	6759704	6772308	12605	-	0	inside	12	ING4
chr12	6798152	6798684	533	*	X07503	171017	6775643	6798738	23096	-	0	inside	53	ZNF384
chr12	6833263	6833478	216	*	X07504	50813	6833150	6841041	7892	+	0	inside	112	COPS7A
chr12	6876293	6876360	68	*	X07506	8079	6857158	6876641	19484	-	0	inside	280	MLF2
chr12	6961505	6961854	350	*	X07512	8078	6961285	6975795	14511	+	0	inside	219	USP5
chr12	6961505	6961854	350	*	X07512	83461	6953963	6960456	6494	-	1048	upstream	1048	CDCA3
chr12	6961873	6961906	34	*	X07513	83461	6953963	6960456	6494	-	1416	upstream	1416	CDCA3
chr12	6976641	6976846	206	*	X07514	7167	6976584	6980110	3527	+	0	inside	56	TPI1
chr12	7023763	7024043	281	*	X07519	2026	7023614	7032859	9246	+	0	inside	148	ENO2
chr12	7072403	7072445	43	*	X07525	406933	7073260	7073354	95	+	814	upstream	814	MIR141
chr12	7072403	7072445	43	*	X07525	406985	7072862	7072929	68	+	416	upstream	416	MIR200C
chr12	7079639	7079915	277	*	X07527	10436	7079944	7105520	25577	+	28	upstream	28	EMG1
chr12	7079639	7079915	277	*	X07527	11331	7074515	7079916	5402	-	0	inside	0	PHB2
chr12	7080042	7080128	87	*	X07528	10436	7079944	7105520	25577	+	0	inside	97	EMG1
chr12	7080042	7080128	87	*	X07528	11331	7074515	7079916	5402	-	125	upstream	125	PHB2
chr12	7261112	7261130	19	*	X07529	283314	7260904	7274447	13544	+	0	inside	207	C1RL-AS1
chr12	7261183	7261197	15	*	X07530	283314	7260904	7274447	13544	+	0	inside	278	C1RL-AS1
chr12	8185368	8185399	32	*	X07534	55810	8185359	8208118	22760	+	0	inside	8	FOXJ2
chr12	8185422	8185500	79	*	X07535	55810	8185359	8208118	22760	+	0	inside	62	FOXJ2
chr12	9600502	9600545	44	*	X07536	440081	9570287	9600768	30482	-	0	inside	222	DDX12P
chr12	9600565	9600838	274	*	X07537	440081	9570287	9600768	30482	-	0	overlapStart	0	DDX12P
chr12	10766158	10766301	144	*	X07538	55110	10756364	10766208	9845	-	0	overlapStart	0	MAGOHB
chr12	11323736	11324317	582	*	X07539	100129361	11323780	11328619	4840	+	0	overlapStart	0	SMIM10L1
chr12	11323736	11324317	582	*	X07539	100533464	10998448	11324224	325777	-	0	overlapStart	0	PRH1-PRR4
chr12	12419784	12420462	679	*	X07540	4040	12268961	12419811	150851	-	0	overlapStart	0	LRP6
chr12	12503128	12503177	50	*	X07541	54682	12482218	12503169	20952	-	0	overlapStart	0	MANSC1
chr12	12510025	12510163	139	*	X07542	118426	12510020	12619838	109819	+	0	inside	4	BORCS5
chr12	12510025	12510163	139	*	X07542	503693	12508342	12510001	1660	-	23	upstream	23	LOH12CR2
chr12	12764513	12765049	537	*	X07543	1389	12764831	12798041	33211	+	0	overlapStart	0	CREBL2
chr12	12870179	12870318	140	*	X07544	1027	12870302	12875305	5004	+	0	overlapStart	0	CDKN1B
chr12	12870398	12870457	60	*	X07545	1027	12870302	12875305	5004	+	0	inside	95	CDKN1B
chr12	12877915	12878524	610	*	X07546	51202	12878851	12982915	104065	+	326	upstream	326	DDX47
chr12	12877915	12878524	610	*	X07546	81575	12878851	12944399	65549	+	326	upstream	326	APOLD1
chr12	12878852	12878943	92	*	X07547	51202	12878851	12982915	104065	+	0	inside	0	DDX47
chr12	12878852	12878943	92	*	X07547	81575	12878851	12944399	65549	+	0	inside	0	APOLD1
chr12	13043493	13043530	38	*	X07552	9052	13043956	13066600	22645	+	425	upstream	425	GPRC5A
chr12	13152982	13153011	30	*	X07555	50865	13127799	13153243	25445	-	0	inside	231	HEBP1
chr12	13152982	13153011	30	*	X07555	93164	13153376	13157764	4389	+	364	upstream	364	HTR7P1
chr12	13153028	13153068	41	*	X07556	50865	13127799	13153243	25445	-	0	inside	174	HEBP1
chr12	13153028	13153068	41	*	X07556	93164	13153376	13157764	4389	+	307	upstream	307	HTR7P1
chr12	13197143	13197513	371	*	X07557	57613	13197315	13236383	39069	+	0	overlapStart	0	FAM234B
chr12	14518600	14518768	169	*	X07560	55729	14518611	14651697	133087	+	0	overlapStart	0	ATF7IP
chr12	16035037	16035729	693	*	X07565	11171	16035288	16056410	21123	+	0	overlapStart	0	STRAP
chr12	16064211	16064581	371	*	X07566	51071	16064186	16190315	126130	+	0	inside	24	DERA
chr12	19592430	19592639	210	*	X07568	121536	19592608	19675173	82566	+	0	overlapStart	0	AEBP2
chr12	21590575	21590784	210	*	X07569	79912	21590538	21624182	33645	+	0	inside	36	PYROXD1
chr12	22697229	22697728	500	*	X07570	9847	22601518	22697452	95935	-	0	overlapStart	0	C2CD5
chr12	22778054	22778281	228	*	X07571	55500	22778076	22843608	65533	+	0	overlapStart	0	ETNK1
chr12	25403779	25403936	158	*	X07573	3845	25358180	25403863	45684	-	0	overlapStart	0	KRAS
chr12	26279412	26279558	147	*	X07577	79365	26272959	26278003	5045	-	1408	upstream	1408	BHLHE41
chr12	27090752	27090917	166	*	X07578	26127	27091305	27119581	28277	+	387	upstream	387	FGFR1OP2
chr12	27090931	27091040	110	*	X07579	26127	27091305	27119581	28277	+	264	upstream	264	FGFR1OP2
chr12	27090931	27091040	110	*	X07579	55726	27058112	27091254	33143	-	0	inside	213	INTS13
chr12	27091060	27091115	56	*	X07580	26127	27091305	27119581	28277	+	189	upstream	189	FGFR1OP2
chr12	27091060	27091115	56	*	X07580	55726	27058112	27091254	33143	-	0	inside	138	INTS13
chr12	27167236	27167257	22	*	X07581	51768	27124506	27167339	42834	-	0	inside	81	TM7SF3
chr12	27167286	27167377	92	*	X07582	51768	27124506	27167339	42834	-	0	overlapStart	0	TM7SF3
chr12	27397175	27397342	168	*	X07583	23012	27397078	27478890	81813	+	0	inside	96	STK38L
chr12	27863526	27863997	472	*	X07584	60488	27863706	27909237	45532	+	0	overlapStart	0	MRPS35
chr12	27933187	27933473	287	*	X07585	57542	27933187	27955973	22787	+	0	inside	0	KLHL42
chr12	29301954	29301973	20	*	X07587	55711	29301936	29488549	186614	+	0	inside	17	FAR2
chr12	29302016	29302089	74	*	X07588	55711	29301936	29488549	186614	+	0	inside	79	FAR2
chr12	30848790	30848825	36	*	X07589	10526	30781915	30848929	67015	-	0	inside	103	IPO8
chr12	30848840	30848863	24	*	X07590	10526	30781915	30848929	67015	-	0	inside	65	IPO8
chr12	31478925	31478937	13	*	X07594	58516	31433520	31479159	45640	-	0	inside	221	SINHCAF
chr12	31478956	31478999	44	*	X07595	58516	31433520	31479159	45640	-	0	inside	159	SINHCAF
chr12	31479036	31479051	16	*	X07596	58516	31433520	31479159	45640	-	0	inside	107	SINHCAF
chr12	31743089	31743222	134	*	X07599	100874249	31742857	31768285	25429	+	0	inside	231	DENND5B-AS1
chr12	31881807	31881834	28	*	X07600	196394	31824071	31882108	58038	-	0	inside	273	AMN1
chr12	31882147	31882394	248	*	X07601	196394	31824071	31882108	58038	-	38	upstream	38	AMN1
chr12	31882442	31882464	23	*	X07602	196394	31824071	31882108	58038	-	333	upstream	333	AMN1
chr12	32112287	32112414	128	*	X07605	55196	32112353	32146043	33691	+	0	overlapStart	0	RESF1
chr12	32259927	32259990	64	*	X07606	636	32260185	32531141	270957	+	194	upstream	194	BICD1
chr12	32831946	32831968	23	*	X07607	10059	32832137	32898584	66448	+	168	upstream	168	DNM1L
chr12	32831984	32832292	309	*	X07608	10059	32832137	32898584	66448	+	0	overlapStart	0	DNM1L
chr12	32908764	32908868	105	*	X07609	51067	32899478	32908887	9410	-	0	inside	18	YARS2
chr12	32908891	32908950	60	*	X07610	51067	32899478	32908887	9410	-	3	upstream	3	YARS2
chr12	32908965	32908984	20	*	X07611	51067	32899478	32908887	9410	-	77	upstream	77	YARS2
chr12	33592973	33593132	160	*	X07612	341359	33528348	33592754	64407	-	218	upstream	218	SYT10
chr12	34175098	34175175	78	*	X07613	84920	34175216	34181236	6021	+	40	upstream	40	ALG10
chr12	34175293	34175557	265	*	X07614	84920	34175216	34181236	6021	+	0	inside	76	ALG10
chr12	38710533	38710733	201	*	X07615	144245	38710557	38723528	12972	+	0	overlapStart	0	ALG10B
chr12	39836746	39836947	202	*	X07619	55605	39687030	39837192	150163	-	0	inside	244	KIF21A
chr12	39836966	39837188	223	*	X07620	55605	39687030	39837192	150163	-	0	inside	3	KIF21A
chr12	40499370	40499542	173	*	X07622	114134	40148823	40499661	350839	-	0	inside	118	SLC2A13
chr12	40499756	40499793	38	*	X07623	114134	40148823	40499661	350839	-	94	upstream	94	SLC2A13
chr12	42538382	42538476	95	*	X07625	283464	42475648	42538673	63026	-	0	inside	196	GXYLT1
chr12	42538514	42538652	139	*	X07626	283464	42475648	42538673	63026	-	0	inside	20	GXYLT1
chr12	42632041	42632088	48	*	X07628	10138	42550907	42632154	81248	-	0	inside	65	YAF2
chr12	42632219	42632272	54	*	X07629	10138	42550907	42632154	81248	-	64	upstream	64	YAF2
chr12	42719783	42719815	33	*	X07630	51535	42719947	42853517	133571	+	131	upstream	131	PPHLN1
chr12	42719783	42719815	33	*	X07630	85437	42705888	42719932	14045	-	0	inside	116	ZCRB1
chr12	42983398	42983437	40	*	X07631	144165	42852140	42983572	131433	-	0	inside	134	PRICKLE1
chr12	42983489	42983508	20	*	X07632	144165	42852140	42983572	131433	-	0	inside	63	PRICKLE1
chr12	44152454	44152473	20	*	X07633	51135	44152747	44183346	30600	+	273	upstream	273	IRAK4
chr12	44152454	44152473	20	*	X07633	83448	44122410	44152620	30211	-	0	inside	146	PUS7L
chr12	44152486	44152506	21	*	X07634	51135	44152747	44183346	30600	+	240	upstream	240	IRAK4
chr12	44152486	44152506	21	*	X07634	83448	44122410	44152620	30211	-	0	inside	113	PUS7L
chr12	44199987	44200026	40	*	X07635	5756	44187526	44200178	12653	-	0	inside	151	TWF1
chr12	44229330	44229351	22	*	X07636	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	44229787	44229859	73	*	X07637	84216	44229962	44783541	553580	+	102	upstream	102	TMEM117
chr12	44230047	44230093	47	*	X07638	84216	44229962	44783541	553580	+	0	inside	84	TMEM117
chr12	44230188	44230223	36	*	X07639	84216	44229962	44783541	553580	+	0	inside	225	TMEM117
chr12	45609649	45609990	342	*	X07640	196527	45609770	45834187	224418	+	0	overlapStart	0	ANO6
chr12	45609649	45609990	342	*	X07640	51054	45566817	45609789	42973	-	0	overlapStart	0	PLEKHA8P1
chr12	46121208	46121620	413	*	X07641	196528	46123620	46301819	178200	+	1999	upstream	1999	ARID2
chr12	46121208	46121620	413	*	X07641	400027	46119503	46121704	2202	-	0	inside	83	LINC00938
chr12	46122562	46122875	314	*	X07642	196528	46123620	46301819	178200	+	744	upstream	744	ARID2
chr12	46122562	46122875	314	*	X07642	400027	46119503	46121704	2202	-	857	upstream	857	LINC00938
chr12	46122904	46122925	22	*	X07643	196528	46123620	46301819	178200	+	694	upstream	694	ARID2
chr12	46122904	46122925	22	*	X07643	400027	46119503	46121704	2202	-	1199	upstream	1199	LINC00938
chr12	46766383	46766639	257	*	X07650	54407	46751971	46766645	14675	-	0	inside	5	SLC38A2
chr12	48099624	48099926	303	*	X07654	79657	48055715	48099844	44130	-	0	overlapStart	0	RPAP3
chr12	48213836	48214133	298	*	X07657	51564	48176507	48213763	37257	-	72	upstream	72	HDAC7
chr12	48214147	48214280	134	*	X07658	51564	48176507	48213763	37257	-	383	upstream	383	HDAC7
chr12	48499690	48500263	574	*	X07659	29843	48436681	48500091	63411	-	0	overlapStart	0	SENP1
chr12	48499690	48500263	574	*	X07659	5213	48499656	48540187	40532	+	0	inside	33	PFKM
chr12	49075626	49075744	119	*	X07660	54934	49046995	49076035	29041	-	0	inside	290	KANSL2
chr12	49075837	49076039	203	*	X07661	54934	49046995	49076035	29041	-	0	overlapStart	0	KANSL2
chr12	49110552	49110719	168	*	X07662	904	49082241	49110781	28541	-	0	inside	61	CCNT1
chr12	49110824	49110876	53	*	X07663	904	49082241	49110781	28541	-	42	upstream	42	CCNT1
chr12	49245791	49246090	300	*	X07664	9416	49223539	49245957	22419	-	0	overlapStart	0	DDX23
chr12	49351100	49351176	77	*	X07665	377	49329992	49351252	21261	-	0	inside	75	ARF3
chr12	49365562	49365734	173	*	X07666	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	49393182	49393240	59	*	X07668	23109	49388933	49393088	4156	-	93	upstream	93	DDN
chr12	49412391	49412575	185	*	X07669	5571	49396055	49412629	16575	-	0	inside	53	PRKAG1
chr12	49525034	49525167	134	*	X07672	10376	49521567	49525304	3738	-	0	inside	136	TUBA1B
chr12	49730881	49730918	38	*	X07678	338761	49726200	49730971	4772	-	0	inside	52	C1QL4
chr12	49730940	49731032	93	*	X07679	338761	49726200	49730971	4772	-	0	overlapStart	0	C1QL4
chr12	49760811	49761063	253	*	X07680	65244	49760688	49921207	160520	+	0	inside	122	SPATS2
chr12	49931971	49932047	77	*	X07681	23416	49932940	49952077	19138	+	892	upstream	892	KCNH3
chr12	49932880	49932896	17	*	X07682	23416	49932940	49952077	19138	+	43	upstream	43	KCNH3
chr12	49961792	49961973	182	*	X07683	10445	49952086	49961911	9826	-	0	overlapStart	0	MCRS1
chr12	50221559	50221573	15	*	X07684	100286844	50222326	50234937	12612	+	752	upstream	752	BCDIN3D-AS1
chr12	50221842	50221893	52	*	X07685	100286844	50222326	50234937	12612	+	432	upstream	432	BCDIN3D-AS1
chr12	50236783	50236973	191	*	X07686	144233	50229826	50236912	7087	-	0	overlapStart	0	BCDIN3D
chr12	50419115	50419210	96	*	X07687	29127	50382945	50419307	36363	-	0	inside	96	RACGAP1
chr12	50419235	50419276	42	*	X07688	29127	50382945	50419307	36363	-	0	inside	30	RACGAP1
chr12	50419406	50419587	182	*	X07689	29127	50382945	50419307	36363	-	98	upstream	98	RACGAP1
chr12	50419602	50419642	41	*	X07690	29127	50382945	50419307	36363	-	294	upstream	294	RACGAP1
chr12	50450968	50451508	541	*	X07691	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50478831	50479033	203	*	X07692	6602	50478983	50494494	15512	+	0	overlapStart	0	SMARCD1
chr12	50677196	50677558	363	*	X07693	51474	50569563	50677353	107791	-	0	overlapStart	0	LIMA1
chr12	50794795	50794968	174	*	X07694	113251	50794592	50873788	79197	+	0	inside	202	LARP4
chr12	50898803	50899046	244	*	X07695	57609	50898768	51142450	243683	+	0	inside	34	DIP2B
chr12	51157547	51157816	270	*	X07696	466	51157789	51214943	57155	+	0	overlapStart	0	ATF1
chr12	51476985	51477563	579	*	X07700	81566	51454988	51477454	22467	-	0	overlapStart	0	CSRNP2
chr12	51664064	51664101	38	*	X07701	57228	51639133	51664202	25070	-	0	inside	100	SMAGP
chr12	52345238	52345244	7	*	X07702	91	52345451	52390863	45413	+	206	upstream	206	ACVR1B
chr12	52345476	52345586	111	*	X07703	91	52345451	52390863	45413	+	0	inside	24	ACVR1B
chr12	52416707	52416898	192	*	X07704	3164	52416616	52453291	36676	+	0	inside	90	NR4A1
chr12	52463321	52463844	524	*	X07707	60673	52463758	52471279	7522	+	0	overlapStart	0	ATG101
chr12	52463861	52463889	29	*	X07708	60673	52463758	52471279	7522	+	0	inside	102	ATG101
chr12	53342796	53343041	246	*	X07710	3875	53342655	53346685	4031	+	0	inside	140	KRT18
chr12	53343496	53343623	128	*	X07711	3856	53290971	53343650	52680	-	0	inside	26	KRT8
chr12	53343649	53343691	43	*	X07712	3856	53290971	53343650	52680	-	0	overlapStart	0	KRT8
chr12	53400255	53400296	42	*	X07713	1975	53400062	53435993	35932	+	0	inside	192	EIF4B
chr12	53400333	53400435	103	*	X07714	1975	53400062	53435993	35932	+	0	inside	270	EIF4B
chr12	53574407	53574522	116	*	X07717	283337	53574535	53584654	10120	+	12	upstream	12	ZNF740
chr12	53574844	53574960	117	*	X07718	51380	53551447	53575135	23689	-	0	inside	174	CSAD
chr12	53575148	53575158	11	*	X07719	51380	53551447	53575135	23689	-	12	upstream	12	CSAD
chr12	53575184	53575218	35	*	X07720	51380	53551447	53575135	23689	-	48	upstream	48	CSAD
chr12	53626756	53626981	226	*	X07722	5916	53604350	53626040	21691	-	715	upstream	715	RARG
chr12	53662342	53662358	17	*	X07723	9700	53662083	53687427	25345	+	0	inside	258	ESPL1
chr12	53689297	53689343	47	*	X07724	5204	53689235	53693234	4000	+	0	inside	61	PFDN5
chr12	53693717	53693801	85	*	X07725	60314	53693470	53700965	7496	+	0	inside	246	MYG1
chr12	53715334	53715470	137	*	X07726	8086	53701240	53715412	14173	-	0	overlapStart	0	AAAS
chr12	53715491	53715514	24	*	X07727	8086	53701240	53715412	14173	-	78	upstream	78	AAAS
chr12	53894975	53895420	446	*	X07730	6895	53894705	53900215	5511	+	0	inside	269	TARBP2
chr12	53894975	53895420	446	*	X07730	7786	53874276	53893444	19169	-	1530	upstream	1530	MAP3K12
chr12	54020018	54020070	53	*	X07731	11016	53901640	54020199	118560	-	0	inside	128	ATF7
chr12	54121221	54121296	76	*	X07734	57658	54104902	54121307	16406	-	0	inside	10	CALCOCO1
chr12	54121462	54121472	11	*	X07735	57658	54104902	54121307	16406	-	154	upstream	154	CALCOCO1
chr12	54332513	54332697	185	*	X07736	3229	54332576	54340328	7753	+	0	overlapStart	0	HOXC13
chr12	54674596	54674614	19	*	X07742	23468	54624731	54673915	49185	-	680	upstream	680	CBX5
chr12	54674596	54674614	19	*	X07742	3178	54674488	54680872	6385	+	0	inside	107	HNRNPA1
chr12	54674752	54674939	188	*	X07743	23468	54624731	54673915	49185	-	836	upstream	836	CBX5
chr12	54674752	54674939	188	*	X07743	3178	54674488	54680872	6385	+	0	inside	263	HNRNPA1
chr12	54943033	54943332	300	*	X07746	5153	54943177	54973023	29847	+	0	overlapStart	0	PDE1B
chr12	55413715	55413928	214	*	X07748	58158	55413729	55423801	10073	+	0	overlapStart	0	NEUROD4
chr12	56109784	56110048	265	*	X07749	100528022	56109818	56118526	8709	+	0	overlapStart	0	BLOC1S1-RDH5
chr12	56109784	56110048	265	*	X07749	2647	56109818	56113871	4054	+	0	overlapStart	0	BLOC1S1
chr12	56110076	56110109	34	*	X07750	100528022	56109818	56118526	8709	+	0	inside	257	BLOC1S1-RDH5
chr12	56110076	56110109	34	*	X07750	2647	56109818	56113871	4054	+	0	inside	257	BLOC1S1
chr12	56137255	56137593	339	*	X07751	10220	56137064	56146665	9602	+	0	inside	190	GDF11
chr12	56360912	56360933	22	*	X07752	6490	56347889	56360496	12608	-	415	upstream	415	PMEL
chr12	56435535	56436060	526	*	X07756	6231	56435686	56438007	2322	+	0	overlapStart	0	RPS26
chr12	56510349	56510573	225	*	X07758	6171	56510374	56511616	1243	+	0	overlapStart	0	RPL41
chr12	56510349	56510573	225	*	X07758	84872	56512030	56516278	4249	+	1456	upstream	1456	ZC3H10
chr12	56511799	56512007	209	*	X07759	84872	56512030	56516278	4249	+	22	upstream	22	ZC3H10
chr12	56512031	56512104	74	*	X07760	84872	56512030	56516278	4249	+	0	inside	0	ZC3H10
chr12	56512129	56512146	18	*	X07761	84872	56512030	56516278	4249	+	0	inside	98	ZC3H10
chr12	56522063	56522180	118	*	X07762	23344	56521986	56538460	16475	+	0	inside	76	ESYT1
chr12	56546156	56546168	13	*	X07764	140465	56546204	56551771	5568	+	35	upstream	35	MYL6B
chr12	56546205	56546401	197	*	X07765	140465	56546204	56551771	5568	+	0	inside	0	MYL6B
chr12	56584013	56584252	240	*	X07767	6601	56555636	56583351	27716	-	661	upstream	661	SMARCC2
chr12	56651898	56652063	166	*	X07768	283373	56631591	56652143	20553	-	0	inside	79	ANKRD52
chr12	56652164	56652177	14	*	X07769	283373	56631591	56652143	20553	-	20	upstream	20	ANKRD52
chr12	56843001	56843207	207	*	X07770	8914	56810157	56843200	33044	-	0	overlapStart	0	TIMELESS
chr12	56862326	56862380	55	*	X07771	283377	56862301	56864767	2467	+	0	inside	24	SPRYD4
chr12	57039621	57039712	92	*	X07773	26789	57038811	57038885	75	-	735	upstream	735	SNORD59A
chr12	57039621	57039712	92	*	X07773	506	57031959	57039852	7894	-	0	inside	139	ATP5F1B
chr12	57081921	57082000	80	*	X07774	10728	57057125	57082078	24954	-	0	inside	77	PTGES3
chr12	57082060	57082083	24	*	X07775	10728	57057125	57082078	24954	-	0	overlapStart	0	PTGES3
chr12	57118963	57119236	274	*	X07776	4666	57106211	57119326	13116	-	0	inside	89	NACA
chr12	57482357	57482367	11	*	X07777	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	57482476	57482571	96	*	X07778	4665	57482677	57489259	6583	+	105	upstream	105	NAB2
chr12	57522166	57522205	40	*	X07780	4035	57522282	57607125	84844	+	76	upstream	76	LRP1
chr12	57623177	57623533	357	*	X07781	6472	57623356	57628718	5363	+	0	overlapStart	0	SHMT2
chr12	57623591	57623723	133	*	X07782	6472	57623356	57628718	5363	+	0	inside	234	SHMT2
chr12	57634263	57634579	317	*	X07784	56901	57628686	57634475	5790	-	0	overlapStart	0	NDUFA4L2
chr12	57634610	57634633	24	*	X07785	56901	57628686	57634475	5790	-	134	upstream	134	NDUFA4L2
chr12	57824755	57824774	20	*	X07786	22864	57643354	57824788	181435	-	0	inside	13	R3HDM2
chr12	57824831	57824889	59	*	X07787	22864	57643354	57824788	181435	-	42	upstream	42	R3HDM2
chr12	57824910	57825002	93	*	X07788	22864	57643354	57824788	181435	-	121	upstream	121	R3HDM2
chr12	57914186	57914200	15	*	X07789	1649	57910371	57914300	3930	-	0	inside	99	DDIT3
chr12	57916610	57916842	233	*	X07790	114785	57916659	57923931	7273	+	0	overlapStart	0	MBD6
chr12	57984977	57985038	62	*	X07791	79837	57984942	57997211	12270	+	0	inside	34	PIP4K2C
chr12	58026948	58027010	63	*	X07792	2583	58019678	58027022	7345	-	0	inside	11	B4GALNT1
chr12	58146072	58146252	181	*	X07793	1019	58141510	58146230	4721	-	0	overlapStart	0	CDK4
chr12	58148564	58148776	213	*	X07794	92979	58148881	58154193	5313	+	104	upstream	104	MARCHF9
chr12	58165758	58165793	36	*	X07795	25895	58166383	58176324	9942	+	589	upstream	589	EEF1AKMT3
chr12	58165758	58165793	36	*	X07795	4234	58162351	58165914	3564	-	0	inside	120	METTL1
chr12	58165852	58165963	112	*	X07796	25895	58166383	58176324	9942	+	419	upstream	419	EEF1AKMT3
chr12	58165852	58165963	112	*	X07796	4234	58162351	58165914	3564	-	0	overlapStart	0	METTL1
chr12	58176361	58176763	403	*	X07797	10102	58176528	58196639	20112	+	0	overlapStart	0	TSFM
chr12	62653817	62654231	415	*	X07799	338811	62102029	62653925	551897	-	0	overlapStart	0	TAFA2
chr12	62653817	62654231	415	*	X07799	9958	62654121	62803501	149381	+	0	overlapStart	0	USP15
chr12	62860686	62860740	55	*	X07800	23041	62860597	62991363	130767	+	0	inside	88	MON2
chr12	62996481	62996818	338	*	X07801	406891	62997466	62997549	84	+	647	upstream	647	MIRLET7I
chr12	62996834	62997132	299	*	X07802	283416	62995531	62997214	1684	-	0	inside	81	LINC01465
chr12	62996834	62997132	299	*	X07802	406891	62997466	62997549	84	+	333	upstream	333	MIRLET7I
chr12	62997218	62997259	42	*	X07803	283416	62995531	62997214	1684	-	3	upstream	3	LINC01465
chr12	62997218	62997259	42	*	X07803	406891	62997466	62997549	84	+	206	upstream	206	MIRLET7I
chr12	63328743	63328935	193	*	X07806	57460	63037763	63328665	290903	-	77	upstream	77	PPM1H
chr12	63328953	63328975	23	*	X07807	57460	63037763	63328665	290903	-	287	upstream	287	PPM1H
chr12	64173664	64174058	395	*	X07808	10329	64173583	64203338	29756	+	0	inside	80	RXYLT1
chr12	64237719	64237911	193	*	X07809	57522	64238541	64541613	303073	+	629	upstream	629	SRGAP1
chr12	64615941	64616191	251	*	X07810	144577	64586419	64616076	29658	-	0	overlapStart	0	KICS2
chr12	64798210	64798244	35	*	X07811	11260	64798153	64842463	44311	+	0	inside	56	XPOT
chr12	64798270	64798320	51	*	X07812	11260	64798153	64842463	44311	+	0	inside	116	XPOT
chr12	64798451	64798470	20	*	X07813	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64846092	476	*	X07815	29110	64845840	64895899	50060	+	0	overlapStart	0	TBK1
chr12	65004280	65004324	45	*	X07816	283349	65004293	65091347	87055	+	0	overlapStart	0	RASSF3
chr12	65153196	65153223	28	*	X07818	2799	65107222	65153226	46005	-	0	inside	2	GNS
chr12	66563585	66563599	15	*	X07820	51643	66530717	66563807	33091	-	0	inside	207	TMBIM4
chr12	66563585	66563599	15	*	X07820	84298	66516849	66563807	46959	-	0	inside	207	LLPH
chr12	66563627	66563830	204	*	X07821	51643	66530717	66563807	33091	-	0	overlapStart	0	TMBIM4
chr12	66563627	66563830	204	*	X07821	84298	66516849	66563807	46959	-	0	overlapStart	0	LLPH
chr12	68042552	68042644	93	*	X07823	8445	68042512	68056444	13933	+	0	inside	39	DYRK2
chr12	69004485	69004554	70	*	X07824	5908	69004619	69054385	49767	+	64	upstream	64	RAP1B
